Date,Conversion_Rate,Transaction_Volume,Net_Funding_Million_TRY,TRY_Interest_Rate_6Month,USD_Interest_Rate_6Month,CPI_Index,Inflation_Expectation_12M,Repo_1Day_Weighted_Average_Rate
2023-05-31,20.3104,10750017.12,671733.5,25.92,2.31,1300.6,68.78,10.0
2023-06-01,20.6632,17805600.0,678713.1,25.92,2.31,1351.59,72.65,10.13
2023-06-02,20.7529,24300600.0,688747.9,26.93,2.59,1351.59,72.65,10.13
2023-06-05,20.8447,25501000.0,652617.75,26.93,2.59,1351.59,72.65,10.13
2023-06-06,21.1465,25501000.0,654560.2,26.93,2.59,1351.59,72.65,10.13
2023-06-07,21.4565,21700481.0,629797.8,26.93,2.59,1351.59,72.65,10.13
2023-06-08,23.021,26811705.75,562016.7,26.93,2.59,1351.59,72.65,10.13
2023-06-09,23.3212,59143400.0,596727.9,29.37,2.67,1351.59,72.65,10.13
2023-06-12,23.4314,30431806.11,581339.6,29.37,2.67,1351.59,72.65,10.13
2023-06-13,23.6117,54843552.25,505754.62,29.37,2.67,1351.59,72.65,10.13
2023-06-14,23.6387,54843552.25,469941.83,29.37,2.67,1351.59,72.65,10.13
2023-06-15,23.5989,34947500.0,455351.93,29.37,2.67,1351.59,72.65,10.13
2023-06-16,23.6389,43234501.25,379912.81,30.32,2.64,1351.59,72.65,10.13
2023-06-19,23.6388,127730532.4,312287.42,30.32,2.64,1351.59,72.65,10.13
2023-06-20,23.6371,237295873.25,293684.88,30.32,2.64,1351.59,72.65,10.13
2023-06-21,23.577,320087311.4,294860.78,30.32,2.64,1351.59,72.65,10.13
2023-06-22,23.5493,393246700.0,264813.98,30.32,2.64,1351.59,72.65,10.13
2023-06-23,23.6239,454915407.5,267620.37,32.9,1.62,1351.59,72.65,10.13
2023-06-26,25.2505,249820000.0,221583.1,32.9,1.62,1351.59,72.65,10.13
2023-06-27,25.8231,111543129.0,230019.6,32.9,1.62,1351.59,72.65,10.13
2023-07-03,25.8231,26460250.0,233435.26,30.11,2.84,1479.84,74.53,16.5
2023-07-04,26.0312,1257668.85,153883.32,30.11,2.84,1479.84,74.53,16.5
2023-07-05,26.0035,105481392.69,116586.6,30.11,2.84,1479.84,74.53,16.5
2023-07-06,26.0474,20968500.0,131528.35,30.11,2.84,1479.84,74.53,16.5
2023-07-07,26.0452,10234792.0,164698.33,30.84,2.75,1479.84,74.53,16.5
2023-07-10,26.0381,1497750.0,170576.03,30.84,2.75,1479.84,74.53,16.5
2023-07-11,26.0564,61509849.88,167637.9,30.84,2.75,1479.84,74.53,16.5
2023-07-12,26.0721,12548798.25,105976.06,30.84,2.75,1479.84,74.53,16.5
2023-07-13,26.1099,4992500.0,59859.94,30.84,2.75,1479.84,74.53,16.5
2023-07-14,26.1195,4992500.0,-43155.94,27.83,2.69,1479.84,74.53,16.5
2023-07-17,26.1446,62087907.0,-122546.3,27.83,2.69,1479.84,74.53,16.5
2023-07-18,26.2388,11717450.0,-176513.83,27.83,2.69,1479.84,74.53,16.5
2023-07-19,26.8232,11717276.41,-197109.6,27.83,2.69,1479.84,74.53,16.5
2023-07-20,26.8963,1997000.0,-165061.5,27.83,2.69,1479.84,74.53,16.5
2023-07-21,26.8878,21136960.0,-150331.0,26.04,2.73,1479.84,74.53,16.5
2023-07-24,26.8944,21136960.0,-146920.4,26.04,2.73,1479.84,74.53,16.5
2023-07-25,26.9212,42989535.0,-170924.3,26.04,2.73,1479.84,74.53,16.5
2023-07-26,26.9263,41763566.5,-121502.9,26.04,2.73,1479.84,74.53,16.5
2023-07-27,26.9283,41763566.5,-133317.9,26.04,2.73,1479.84,74.53,16.5
2023-07-28,26.9308,42137879.5,-99014.6,25.22,2.87,1479.84,74.53,16.5
2023-07-31,26.9394,42137879.5,-46559.3,25.22,2.87,1479.84,74.53,16.5
2023-08-01,26.9323,54598170.5,-127285.9,25.22,2.87,1614.31,88.27,19.0
2023-08-02,26.9329,54598170.5,-216212.6,25.22,2.87,1614.31,88.27,19.0
2023-08-03,26.9382,16393620.0,-259120.3,25.22,2.87,1614.31,88.27,19.0
2023-08-04,26.9498,16393620.0,186128.8,24.24,2.79,1614.31,88.27,19.0
2023-08-07,26.9545,1724388.8,187711.5,24.24,2.79,1614.31,88.27,19.0
2023-08-08,26.9651,1724388.8,153446.4,24.24,2.79,1614.31,88.27,19.0
2023-08-09,26.982,59141330.0,202054.49,24.24,2.79,1614.31,88.27,19.0
2023-08-10,26.9892,10284550.0,132527.0,24.24,2.79,1614.31,88.27,19.0
2023-08-11,26.9978,9985000.0,20317.0,24.81,2.81,1614.31,88.27,19.0
2023-08-14,27.0059,663305.6,14562.0,24.81,2.81,1614.31,88.27,19.0
2023-08-15,27.017,42496112.5,14846.94,24.81,2.81,1614.31,88.27,19.0
2023-08-16,27.022,39564745.0,1494.8,24.81,2.81,1614.31,88.27,19.0
2023-08-17,27.0254,39564745.0,531.4,24.81,2.81,1614.31,88.27,19.0
2023-08-18,27.0681,39564745.0,38349.1,24.85,2.82,1614.31,88.27,19.0
2023-08-21,27.0606,39564745.0,79564.7,24.85,2.82,1614.31,88.27,19.0
2023-08-22,27.1275,87492284.5,184740.72,24.85,2.82,1614.31,88.27,19.0
2023-08-23,27.1676,199700.0,179909.07,24.85,2.82,1614.31,88.27,19.0
2023-08-24,27.1737,9299656.0,195586.52,24.85,2.82,1614.31,88.27,19.0
2023-08-25,27.0937,998500.0,29499.0,26.01,2.78,1614.31,88.27,19.0
2023-08-28,26.406,998500.0,2624.6,26.01,2.78,1614.31,88.27,19.0
2023-08-29,26.5271,182262995.24,-24630.1,26.01,2.78,1614.31,88.27,19.0
2023-08-31,26.5763,182262995.24,-67056.4,26.01,2.78,1614.31,88.27,19.0
2023-09-01,26.6658,599100.0,67835.5,30.27,2.57,1691.04,80.94,26.5
2023-09-04,26.6783,1497750.0,75070.5,30.27,2.57,1691.04,80.94,26.5
2023-09-05,26.735,1497750.0,85049.4,30.27,2.57,1691.04,80.94,26.5
2023-09-06,26.7605,65985828.37,73964.55,30.27,2.57,1691.04,80.94,26.5
2023-09-07,26.7701,65985828.37,75337.48,30.27,2.57,1691.04,80.94,26.5
2023-09-08,26.8048,65985828.37,68990.54,31.59,2.57,1691.04,80.94,26.5
2023-09-11,26.8087,65985828.37,52944.7,31.59,2.57,1691.04,80.94,26.5
2023-09-12,26.8414,70810977.75,60271.1,31.59,2.57,1691.04,80.94,26.5
2023-09-13,26.8582,319520.0,27985.78,31.59,2.57,1691.04,80.94,26.5
2023-09-14,26.9024,9985000.0,22717.9,31.59,2.57,1691.04,80.94,26.5
2023-09-15,26.9069,206653.3,289126.49,33.51,2.43,1691.04,80.94,26.5
2023-09-18,26.93,61241003.76,299633.2,33.51,2.43,1691.04,80.94,26.5
2023-09-19,26.9814,9985000.0,310054.61,33.51,2.43,1691.04,80.94,26.5
2023-09-20,26.9938,9985000.0,278657.3,33.51,2.43,1691.04,80.94,26.5
2023-09-21,26.991,34277262.5,308259.4,33.51,2.43,1691.04,80.94,26.5
2023-09-22,27.002,19870150.0,-199555.2,34.57,2.56,1691.04,80.94,26.5
2023-09-25,27.1039,34947500.0,-338788.3,34.57,2.56,1691.04,80.94,26.5
2023-09-26,27.1751,34947500.0,-336118.5,34.57,2.56,1691.04,80.94,26.5
2023-09-27,27.2108,45201910.68,-297472.4,34.57,2.56,1691.04,80.94,26.5
2023-09-28,27.264,1859725.2,-258965.1,34.57,2.56,1691.04,80.94,26.5
2023-09-29,27.3752,1859725.2,153738.6,37.15,2.85,1691.04,80.94,26.5
2023-10-02,27.3767,34947500.0,60880.6,37.15,2.85,1749.11,80.63,31.5
2023-10-03,27.4044,34947500.0,58909.1,37.15,2.85,1749.11,80.63,31.5
2023-10-04,27.4518,41180405.0,58028.8,37.15,2.85,1749.11,80.63,31.5
2023-10-05,27.5316,9985000.0,56218.5,37.15,2.85,1749.11,80.63,31.5
2023-10-06,27.5264,9985000.0,31103.0,37.15,2.84,1749.11,80.63,31.5
2023-10-09,27.558,9985000.0,-21815.0,37.15,2.84,1749.11,80.63,31.5
2023-10-10,27.6559,9985000.0,-52051.7,37.15,2.84,1749.11,80.63,31.5
2023-10-11,27.6791,33752569.5,-93321.9,37.15,2.84,1749.11,80.63,31.5
2023-10-12,27.6894,27159200.0,-112595.4,37.15,2.84,1749.11,80.63,31.5
2023-10-13,27.7077,2196700.0,-6913.5,37.9,2.82,1749.11,80.63,31.5
2023-10-16,27.7439,2196700.0,-15665.6,37.9,2.82,1749.11,80.63,31.5
2023-10-17,27.8364,2196700.0,-85868.2,37.9,2.82,1749.11,80.63,31.5
2023-10-18,27.8719,38680950.0,-67745.8,37.9,2.82,1749.11,80.63,31.5
2023-10-19,27.9659,2995500.0,-32342.9,37.9,2.82,1749.11,80.63,31.5
2023-10-20,27.9649,2995500.0,-51270.9,37.45,2.78,1749.11,80.63,31.5
2023-10-23,27.9714,2995500.0,-119442.2,37.45,2.78,1749.11,80.63,31.5
2023-10-24,28.0103,2995500.0,-149206.15,37.45,2.78,1749.11,80.63,31.5
2023-10-25,28.0536,2995500.0,-145667.52,37.45,2.78,1749.11,80.63,31.5
2023-10-26,28.0807,9985000.0,-225265.4,37.45,2.78,1749.11,80.63,31.5
2023-10-27,28.1026,9985000.0,-148214.1,37.53,2.91,1749.11,80.63,31.5
2023-10-30,28.1258,9985000.0,-216632.5,37.53,2.91,1749.11,80.63,31.5
2023-10-31,28.2043,38872972.64,-228622.6,37.53,2.91,1749.11,80.63,31.5
2023-11-01,28.2366,84372.75,-163904.1,37.53,2.91,1806.5,78.74,40.88
2023-11-02,28.2806,1629000.33,-123754.7,37.53,2.91,1806.5,78.74,40.88
2023-11-03,28.3063,5991000.0,-139039.4,40.09,2.86,1806.5,78.74,40.88
2023-11-06,28.3479,21169620.0,-171837.2,40.09,2.86,1806.5,78.74,40.88
2023-11-07,28.3884,21169620.0,-144672.2,40.09,2.86,1806.5,78.74,40.88
2023-11-08,28.4353,21169620.0,-202516.7,40.09,2.86,1806.5,78.74,40.88
2023-11-09,28.4767,21169620.0,-179152.2,40.09,2.86,1806.5,78.74,40.88
2023-11-10,28.4759,21169620.0,75571.85,40.58,2.82,1806.5,78.74,40.88
2023-11-13,28.4857,21169620.0,49664.1,40.58,2.82,1806.5,78.74,40.88
2023-11-14,28.542,28724058.0,43655.3,40.58,2.82,1806.5,78.74,40.88
2023-11-15,28.5826,28724058.0,44149.5,40.58,2.82,1806.5,78.74,40.88
2023-11-16,28.6163,28724058.0,26831.07,40.58,2.82,1806.5,78.74,40.88
2023-11-17,28.6529,28724058.0,47456.9,40.78,2.78,1806.5,78.74,40.88
2023-11-20,28.6592,20914699.2,20305.8,40.78,2.78,1806.5,78.74,40.88
2023-11-21,28.7051,20914699.2,18173.4,40.78,2.78,1806.5,78.74,40.88
2023-11-22,28.7474,15732048.45,-19912.7,40.78,2.78,1806.5,78.74,40.88
2023-11-23,28.7618,15732048.45,-30827.8,40.78,2.78,1806.5,78.74,40.88
2023-11-24,28.7786,10020000.0,-43725.3,41.76,2.96,1806.5,78.74,40.88
2023-11-27,28.8088,1838372.52,-32799.5,41.76,2.96,1806.5,78.74,40.88
2023-11-28,28.8584,1838372.52,-27227.2,41.76,2.96,1806.5,78.74,40.88
2023-11-29,28.8768,826047.8,-25809.29,41.76,2.96,1806.5,78.74,40.88
2023-11-30,28.8596,826047.8,-17944.8,41.76,2.96,1806.5,78.74,40.88
2023-12-01,28.8209,826047.8,-14954.8,44.02,2.85,1859.38,76.77,40.88
2023-12-04,28.8553,826047.8,-12120.5,44.02,2.85,1859.38,76.77,40.88
2023-12-05,28.8515,826047.8,-15197.9,44.02,2.85,1859.38,76.77,40.88
2023-12-06,28.8705,21543740.0,-35283.6,44.02,2.85,1859.38,76.77,40.88
2023-12-07,28.8793,21543740.0,-66222.9,44.02,2.85,1859.38,76.77,40.88
2023-12-08,28.874,21543740.0,-5535.6,44.94,2.75,1859.38,76.77,40.88
2023-12-11,28.8974,21543740.0,-21609.9,44.94,2.75,1859.38,76.77,40.88
2023-12-12,28.9396,4205135.03,-21588.2,44.94,2.75,1859.38,76.77,40.88
2023-12-13,28.9773,4205135.03,-21874.4,44.94,2.75,1859.38,76.77,40.88
2023-12-14,29.0056,4205135.03,-33327.1,44.94,2.75,1859.38,76.77,40.88
2023-12-15,28.9805,4992500.0,-41892.8,45.8,2.72,1859.38,76.77,40.88
2023-12-18,28.9847,4992500.0,-121555.0,45.8,2.72,1859.38,76.77,40.88
2023-12-19,29.0053,4992500.0,-197360.4,45.8,2.72,1859.38,76.77,40.88
2023-12-20,29.0299,10020000.0,-218429.7,45.8,2.72,1859.38,76.77,40.88
2023-12-21,29.0677,10020000.0,-263024.9,45.8,2.72,1859.38,76.77,40.88
2023-12-22,29.0897,10020000.0,-229727.99,46.37,2.77,1859.38,76.77,40.88
2023-12-25,29.1344,10020000.0,-298343.7,46.37,2.77,1859.38,76.77,40.88
2023-12-26,29.2108,200400.0,-322324.8,46.37,2.77,1859.38,76.77,40.88
2023-12-27,29.2647,22143068.3,-324469.93,46.37,2.77,1859.38,76.77,40.88
2023-12-28,29.3374,22143068.3,-334921.2,46.37,2.77,1859.38,76.77,40.88
2023-12-29,29.3973,22143068.3,-363194.13,47.06,2.89,1859.38,76.77,40.88
2024-01-02,29.4382,22143068.3,-348727.7,47.06,2.89,1984.02,75.29,44.0
2024-01-03,29.6675,22143068.3,-400203.8,47.06,2.89,1984.02,75.29,44.0
2024-01-04,29.7394,22143068.3,-302913.3,47.06,2.89,1984.02,75.29,44.0
2024-01-05,29.7452,22143068.3,-214077.7,46.48,2.69,1984.02,75.29,44.0
2024-01-08,29.7714,22143068.3,-140433.7,46.48,2.69,1984.02,75.29,44.0
2024-01-09,29.8342,22143068.3,-117473.93,46.48,2.69,1984.02,75.29,44.0
2024-01-10,29.8823,22143068.3,-68981.5,46.48,2.69,1984.02,75.29,44.0
2024-01-11,29.9136,22143068.3,-132260.7,46.48,2.69,1984.02,75.29,44.0
2024-01-12,29.9581,22143068.3,-168927.33,46.18,2.63,1984.02,75.29,44.0
2024-01-15,30.0163,71822111.66,-292909.92,46.18,2.63,1984.02,75.29,44.0
2024-01-16,30.0449,92401049.17,-294211.8,46.18,2.63,1984.02,75.29,44.0
2024-01-17,30.047,57156249.55,-279513.0,46.18,2.63,1984.02,75.29,44.0
2024-01-18,30.0721,16735120.47,-275399.8,46.18,2.63,1984.02,75.29,44.0
2024-01-19,30.0847,12250297.8,-220264.39,45.9,2.48,1984.02,75.29,44.0
2024-01-22,30.1219,12250297.8,-146335.4,45.9,2.48,1984.02,75.29,44.0
2024-01-23,30.1806,2636005.12,-70913.5,45.9,2.48,1984.02,75.29,44.0
2024-01-24,30.2185,2636005.12,-54993.8,45.9,2.48,1984.02,75.29,44.0
2024-01-25,30.2145,10020000.0,-54775.4,45.9,2.48,1984.02,75.29,44.0
2024-01-26,30.2185,10020000.0,-731878.3,46.36,2.37,1984.02,75.29,44.0
2024-01-29,30.2343,1659611.63,-665269.7,46.36,2.37,1984.02,75.29,44.0
2024-01-30,30.2849,532808.32,-628653.7,46.36,2.37,1984.02,75.29,44.0
2024-01-31,30.3053,15559.32,-740783.6,46.36,2.37,1984.02,75.29,44.0
2024-02-01,30.2952,998500.0,-602119.9,46.36,2.37,2073.88,79.1,46.5
2024-02-02,30.3063,2949895.78,-122057.2,46.63,2.31,2073.88,79.1,46.5
2024-02-05,30.3735,2949895.78,-103879.3,46.63,2.31,2073.88,79.1,46.5
2024-02-06,30.477,735209.0,-103459.9,46.63,2.31,2073.88,79.1,46.5
2024-02-07,30.5077,735209.0,-103343.8,46.63,2.31,2073.88,79.1,46.5
2024-02-08,30.5349,735209.0,-110420.15,46.63,2.31,2073.88,79.1,46.5
2024-02-09,30.5357,735209.0,-140210.1,46.48,1.98,2073.88,79.1,46.5
2024-02-12,30.6005,15030000.0,-133297.8,46.48,1.98,2073.88,79.1,46.5
2024-02-13,30.6318,5010000.0,-188856.0,46.48,1.98,2073.88,79.1,46.5
2024-02-14,30.669,5010000.0,-191017.5,46.48,1.98,2073.88,79.1,46.5
2024-02-15,30.6835,9802553.87,-203360.7,46.48,1.98,2073.88,79.1,46.5
2024-02-16,30.6968,9802553.87,-175843.8,47.01,2.01,2073.88,79.1,46.5
2024-02-19,30.7221,9802553.87,-235573.2,47.01,2.01,2073.88,79.1,46.5
2024-02-20,30.804,10020000.0,-221339.4,47.01,2.01,2073.88,79.1,46.5
2024-02-21,30.8388,10020000.0,-187720.0,47.01,2.01,2073.88,79.1,46.5
2024-02-22,30.9096,9769500.0,-144935.5,47.01,2.01,2073.88,79.1,46.5
2024-02-23,30.9582,701400.0,-101899.4,46.82,1.94,2073.88,79.1,46.5
2024-02-26,31.0047,100200.0,-81254.4,46.82,1.94,2073.88,79.1,46.5
2024-02-27,31.0441,100200.0,-35320.0,46.82,1.94,2073.88,79.1,46.5
2024-02-28,31.0737,100200.0,-14064.8,46.82,1.94,2073.88,79.1,46.5
2024-02-29,31.1201,25050000.0,-110862.8,46.82,1.94,2073.88,79.1,46.5
2024-03-01,31.1597,15030000.0,26294.4,47.82,2.0,2139.47,80.01,46.69
2024-03-04,31.2392,801600.0,155601.1,47.82,2.0,2139.47,80.01,46.69
2024-03-05,31.4069,2154300.0,184189.3,47.82,2.0,2139.47,80.01,46.69
2024-03-06,31.5457,7836381.48,243492.4,47.82,2.0,2139.47,80.01,46.69
2024-03-07,31.6612,2905800.0,239276.9,47.82,2.0,2139.47,80.01,46.69
2024-03-08,31.7768,23862118.98,244456.7,48.2,2.05,2139.47,80.01,46.69
2024-03-11,31.8618,350700.0,154347.2,48.2,2.05,2139.47,80.01,46.69
2024-03-12,31.9378,58015800.0,144115.7,48.2,2.05,2139.47,80.01,46.69
2024-03-13,31.9856,2143598.64,133271.1,48.2,2.05,2139.47,80.01,46.69
2024-03-14,32.039,1216483.86,228854.1,48.2,2.05,2139.47,80.01,46.69
2024-03-15,32.0629,5110200.0,46928.0,49.63,2.02,2139.47,80.01,46.69
2024-03-18,32.1214,10771500.0,84513.5,49.63,2.02,2139.47,80.01,46.69
2024-03-19,32.2448,14428800.0,122383.2,49.63,2.02,2139.47,80.01,46.69
2024-03-20,32.2791,8474415.0,176217.2,49.63,2.02,2139.47,80.01,46.69
2024-03-21,32.3294,4709400.0,224228.9,49.63,2.02,2139.47,80.01,46.69
2024-03-22,32.3105,12625200.0,26873.5,52.01,2.05,2139.47,80.01,46.69
2024-03-25,31.9675,11272500.0,25896.8,52.01,2.05,2139.47,80.01,46.69
2024-03-26,32.0592,12928400.2,23116.2,52.01,2.05,2139.47,80.01,46.69
2024-03-27,32.1005,3256500.0,-1650.5,52.01,2.05,2139.47,80.01,46.69
2024-03-28,32.165,1608622.82,94464.9,52.01,2.05,2139.47,80.01,46.69
2024-03-29,32.2596,150300.0,208821.6,57.3,1.97,2139.47,80.01,46.69
2024-04-01,32.2854,400800.0,154706.8,57.3,1.97,2207.5,76.68,53.0
2024-04-02,32.3568,501000.0,147329.8,57.3,1.97,2207.5,76.68,53.0
2024-04-03,32.1302,30260400.0,169783.2,57.3,1.97,2207.5,76.68,53.0
2024-04-04,31.9392,200400.0,150906.0,57.3,1.97,2207.5,76.68,53.0
2024-04-05,31.8396,200400.0,115322.8,59.54,2.0,2207.5,76.68,53.0
2024-04-08,31.9209,200400.0,-76314.1,59.54,2.0,2207.5,76.68,53.0
2024-04-09,32.006,200400.0,-104605.3,59.54,2.0,2207.5,76.68,53.0
2024-04-15,32.006,200400.0,-23068.2,57.98,1.88,2207.5,76.68,53.0
2024-04-16,32.3271,200400.0,-22377.31,57.98,1.88,2207.5,76.68,53.0
2024-04-17,32.4049,56193.99,53722.1,57.98,1.88,2207.5,76.68,53.0
2024-04-18,32.4626,56193.99,185025.8,57.98,1.88,2207.5,76.68,53.0
2024-04-19,32.4551,56193.99,136671.3,60.34,1.96,2207.5,76.68,53.0
2024-04-22,32.5096,150300.0,77620.4,60.34,1.96,2207.5,76.68,53.0
2024-04-24,32.5,150300.0,58306.4,60.34,1.96,2207.5,76.68,53.0
2024-04-25,32.4742,9985000.0,71673.7,60.34,1.96,2207.5,76.68,53.0
2024-04-26,32.4747,9985000.0,95091.7,60.31,1.8,2207.5,76.68,53.0
2024-04-29,32.4527,9985000.0,45295.6,60.31,1.8,2207.5,76.68,53.0
2024-04-30,32.3389,9985000.0,28015.9,60.31,1.8,2207.5,76.68,53.0
2024-05-02,32.3091,9985000.0,16639.1,60.31,1.8,2281.85,76.09,53.0
2024-05-03,32.3199,9985000.0,53230.6,61.05,1.82,2281.85,76.09,53.0
2024-05-06,32.2472,9985000.0,-47214.4,61.05,1.82,2281.85,76.09,53.0
2024-05-07,32.2242,9985000.0,-86633.4,61.05,1.82,2281.85,76.09,53.0
2024-05-08,32.2073,24759500.0,-163709.2,61.05,1.82,2281.85,76.09,53.0
2024-05-09,32.207,30000000.0,-176721.8,61.05,1.82,2281.85,76.09,53.0
2024-05-10,32.177,35000000.0,-65558.5,60.53,1.94,2281.85,76.09,53.0
2024-05-13,32.1534,35000000.0,-113303.0,60.53,1.94,2281.85,76.09,53.0
2024-05-14,32.1496,21454190.0,-160858.1,60.53,1.94,2281.85,76.09,53.0
2024-05-15,32.1946,21454190.0,-236321.3,60.53,1.94,2281.85,76.09,53.0
2024-05-16,32.2296,21454190.0,-258484.7,60.53,1.94,2281.85,76.09,53.0
2024-05-17,32.1573,58746308.0,-349118.5,58.68,1.93,2281.85,76.09,53.0
2024-05-20,32.194,58746308.0,-390202.0,58.68,1.93,2281.85,76.09,53.0
2024-05-21,32.156,58746308.0,-462107.0,58.68,1.93,2281.85,76.09,53.0
